date;00:00;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2016-01-01;150.615896;147.399589;144.642730;143.080515;142.161565;144.734625;141.150720;141.242615;139.588505;141.426405;145.010310;148.410425;151.626750;153.648431;157.783715;165.411000;170.281444;175.611354;171.659860;164.767735;162.562264;159.254035;153.924125;149.329375
2016-01-02;151.351056;146.021155;138.118185;121.209505;116.614755;118.912130;124.885305;130.950375;144.275150;144.458940;146.756315;148.318521;145.837365;146.848210;148.134749;152.270015;158.886464;161.000040;159.621624;155.762034;152.178111;145.469785;145.377890;140.691245
2016-01-03;146.940105;145.837365;144.826520;143.264305;144.183255;145.469785;137.658710;142.712935;145.102205;150.340229;157.599925;164.859639;164.859639;162.286570;162.286570;161.735200;171.016604;175.611354;173.313979;170.097645;166.146160;162.837931;156.497194;144.642730
2016-01-04;146.346816;144.971376;142.678976;142.770672;145.980032;153.682496;165.144496;179.173993;187.885104;187.885104;187.701703;184.675735;182.016560;181.833168;182.291639;184.217264;202.281367;261.150208;188.343593;181.282992;174.680871;169.637600;162.393607;156.158297
2016-01-05;163.071480;159.843255;159.013140;159.751020;162.887010;165.285120;173.401791;189.173985;208.266630;213.339546;214.077426;202.086885;196.368324;193.509030;193.970214;213.708495;285.744030;319.409814;223.024230;192.125505;183.455406;178.843656;172.756155;165.746286
2016-01-06;184.844660;181.243781;178.473890;178.658550;180.135830;182.905721;189.276500;203.679971;232.579279;260.739920;322.878019;350.392359;345.037201;338.020139;274.681750;332.757329;381.138231;415.023359;428.965171;396.003361;229.624719;203.679971;188.999501;178.843219
2016-01-07;209.775589;201.796500;199.477000;199.662560;202.538740;224.527609;251.155460;670.428299;927.150540;738.528781;695.015017;569.390851;555.844980;573.844281;553.803811;606.966741;927.243339;905.439983;648.810540;345.048811;296.339329;240.021869;199.940891;187.972280
2016-01-08;195.099831;186.762240;183.241929;183.983049;186.854880;192.042720;203.993280;277.086240;399.834240;404.929431;402.335520;342.304809;298.949280;248.089929;255.686400;297.189139;352.680480;427.626240;435.130089;371.393760;264.672480;232.433760;225.300480;209.922240
2016-01-09;227.060640;217.148169;211.126569;208.347360;203.437431;206.124000;207.420951;212.794071;221.872809;228.820809;245.403360;249.479520;243.828480;234.564480;230.210400;242.068311;275.789280;334.430381;258.187689;228.172311;214.276311;209.088480;204.456480;196.952640
2016-01-10;197.508480;184.631520;182.037600;179.999520;178.332000;179.628951;179.073120;181.296480;180.555360;186.669600;194.080809;200.009760;202.233120;197.601120;196.582071;203.622720;221.594880;238.640640;230.858880;225.485760;220.390569;213.442569;206.957760;200.936169
2016-01-11;198.142649;185.810889;183.400169;179.505929;182.472960;199.904311;224.753280;373.476151;425.862960;407.968000;388.867671;376.628631;383.026329;380.986480;357.899181;347.700000;351.872409;414.365671;397.583369;359.011849;258.410649;235.972409;213.719591;201.016960
2016-01-12;195.231622;183.208814;176.642530;170.261203;175.717700;193.381953;212.063519;321.563391;365.585290;379.180300;357.539278;337.193009;323.690500;307.968381;297.887734;305.193900;437.074640;517.627360;372.983957;274.582036;240.918206;228.987908;215.485381;198.930933
2016-01-13;194.166000;181.776360;173.085111;172.530360;178.540251;197.309640;217.465920;254.265000;280.616100;284.129580;290.786709;310.295769;314.271558;315.196140;314.548920;402.663291;760.021172;923.952780;554.020302;359.299569;273.866529;249.364611;235.033320;212.195709
2016-01-14;218.290350;209.655300;206.312691;204.548559;209.191059;221.911500;271.771950;649.114387;822.743859;649.764328;460.535981;464.807109;548.557819;619.588078;564.620859;614.574169;1229.798222;1438.524985;1121.256619;576.505650;364.714791;293.498859;255.244650;233.146359
2016-01-15;229.759092;224.711505;217.607481;214.429365;214.429365;216.579258;246.303990;1120.940189;1256.570917;1402.203427;542.149200;520.276284;539.064539;529.343271;444.562353;452.507634;949.415418;1401.642602;842.013811;424.652382;314.913897;274.252716;253.968858;233.311095
2016-01-16;247.612626;240.228189;232.189416;227.515716;224.618031;230.974245;226.020132;228.356982;248.453892;295.658253;312.109677;310.614102;272.570184;245.930085;238.078269;239.293440;281.824110;380.906550;380.719602;283.132755;244.714932;234.339318;231.067719;220.037805
2016-01-17;204.521103;189.284850;194.052024;196.014969;195.267177;195.734565;188.069697;208.914390;219.850848;229.759092;247.145265;254.810124;242.658495;242.751969;238.919535;246.958308;298.555965;369.128845;400.068711;355.014252;301.266702;244.714932;239.293440;227.983077
2016-01-18;223.812747;219.235608;220.076307;219.142197;219.609261;226.521675;251.742654;436.042548;767.277945;502.457778;478.731375;452.482875;438.377823;432.679752;427.448717;462.664674;759.524822;887.964947;592.132320;446.691402;319.839283;248.286438;231.846102;221.664303
2016-01-19;228.695652;220.025160;217.414692;221.703327;227.576871;245.104308;297.406890;559.572462;690.468767;624.181517;571.599270;572.718033;549.876438;545.681034;520.322220;690.748442;1246.218758;1710.975349;933.055867;536.637645;449.746363;351.480879;306.357075;271.115748
2016-01-20;243.387746;238.716196;240.958558;231.615458;240.678256;247.965883;305.519379;527.324555;654.857842;607.488334;564.510083;537.415112;547.505641;537.975717;513.403354;501.817892;802.572309;1031.571708;757.071384;654.297284;468.089291;374.284595;313.180712;276.836044
2016-01-21;277.307555;260.192114;249.249455;252.148783;256.918660;278.803978;390.755797;1870.165957;2003.815975;1870.540000;1216.412143;701.171928;574.162244;552.838106;561.255508;922.176201;1870.259428;1871.381706;1869.324102;576.219856;468.476743;339.877118;283.947981;258.508619
2016-01-22;253.823915;252.711050;242.417123;243.159027;249.836181;260.964723;285.818516;745.335334;1113.134205;1112.206834;519.703761;464.617361;399.608042;351.755234;302.604103;302.789589;345.727255;462.855358;287.395062;249.279735;230.453930;221.736558;210.051570;208.011334
2016-01-23;203.467181;201.705150;200.685023;201.983373;203.559919;203.096220;199.015739;209.587880;217.192396;226.558934;237.687485;240.562381;240.005935;230.453930;227.300838;228.135480;241.397023;253.452954;245.755700;235.090830;227.486323;215.986811;209.031461;210.607989
2016-01-24;201.983373;194.193381;192.060389;190.854804;191.782184;195.491704;193.822420;198.459320;204.209076;203.467181;208.011334;209.866085;208.382277;206.342050;205.878369;209.495142;221.922034;236.110939;235.090830;223.498580;213.204662;207.362177;203.745377;201.426927
2016-01-25;186.165306;182.269470;182.547744;185.330484;188.577014;197.760056;220.485766;278.923306;314.264113;254.806217;311.017565;266.772008;231.245694;259.907916;232.637064;230.781895;235.234297;240.985284;226.515036;210.282386;203.603819;197.389033;179.022931;167.984747
2016-01-26;157.124215;152.121448;147.303960;147.396604;152.121448;157.124215;167.129785;174.356008;179.451437;179.358793;179.451437;178.895555;177.413260;177.042693;177.135337;177.598548;180.192589;182.230748;179.266140;173.800144;170.928189;168.426792;161.663789;148.786255
2016-01-27;136.293952;133.145858;128.331126;130.738492;128.979263;141.108684;155.460298;164.071243;166.293427;165.274935;165.645290;163.978652;162.867569;163.515706;163.515706;163.145351;165.089753;167.589710;165.645290;162.867569;160.089848;158.515801;151.293694;139.534637
2016-01-28;140.220322;135.847160;132.590550;132.311412;133.427964;151.199750;159.666936;163.481822;166.459285;165.621871;165.435797;164.319236;163.295721;163.481822;163.016592;163.667914;165.156650;169.157628;166.180165;163.202693;160.132157;158.829522;153.525900;149.059692
2016-01-29;150.133689;145.926963;143.496405;144.898650;146.020446;152.470764;158.734134;163.782216;166.306266;164.997495;163.595250;161.725581;159.295041;156.303567;154.340433;151.442469;152.938197;156.490542;155.368755;150.881553;143.963820;142.094160;136.485180;96.194007
2016-01-30;131.624064;82.452006;45.806670;43.843527;45.993636;97.596252;127.417329;126.389016;133.587207;138.728772;142.000677;143.496405;142.187643;140.504949;140.411466;143.683371;154.340433;165.651867;164.249631;160.697286;156.957966;151.535934;144.805167;138.167874
2016-01-31;144.524718;143.215956;141.720228;142.281126;143.215956;144.150786;147.048759;147.329208;147.048759;149.759766;151.909875;153.779544;153.499086;152.096841;151.162011;153.405603;161.071209;170.232534;172.663092;171.541305;168.549858;164.623572;163.408284;153.779544
2016-02-01;151.413876;143.244405;144.544095;146.122290;151.135389;162.275580;174.622626;238.028931;325.850831;197.181540;182.977776;175.458150;172.580265;170.723556;168.681195;166.824486;167.938515;171.187749;168.217029;164.967795;161.068725;153.363420;148.628835;142.501725
2016-02-02;142.304551;135.577087;131.092111;128.195564;135.577087;144.453602;154.544807;169.307853;171.270021;169.868466;169.027533;168.093163;166.504734;166.785045;166.224432;167.252230;170.615962;173.886266;172.578130;167.532541;163.795070;158.375724;150.340133;146.415779
2016-02-03;150.383060;147.107760;146.546280;146.920600;145.797640;153.751940;163.016360;175.649660;180.609391;179.580029;178.457060;176.959780;174.433111;174.058800;173.310160;171.812889;173.965220;177.989160;176.398300;172.748671;168.444000;163.858580;159.834640;155.436389
2016-02-04;157.604336;154.030959;150.363564;143.781044;145.943872;157.980471;168.606548;179.702805;185.344947;183.840371;183.370200;179.044553;176.129428;174.812924;174.342753;175.095041;178.104193;187.977964;187.789883;182.429840;177.445941;173.590447;169.452872;164.939153
2016-02-05;167.238225;166.012000;165.823350;168.275800;170.916909;173.840975;183.367809;238.736566;344.191944;284.861509;240.623075;197.139250;192.140034;187.518091;186.197550;185.820259;187.518091;198.554116;192.517325;185.914566;180.349409;173.652325;168.747416;163.653875
2016-02-06;160.541150;152.712184;151.014325;140.544250;136.393950;137.054225;142.336425;151.674600;153.938400;156.390850;157.900050;155.636250;151.768925;146.015100;144.977525;146.581050;156.579500;169.124725;167.992816;162.144684;151.580275;146.581050;144.411575;139.695325
2016-02-07;136.488275;130.734450;128.282000;125.357925;121.867900;125.074950;128.282000;136.582600;137.808825;143.562650;145.920775;145.920775;142.996700;140.732900;137.808825;138.186125;138.657750;154.975975;162.050350;158.465991;153.183800;145.543475;141.864800;107.530500
2016-02-08;95.721605;75.351293;49.416868;63.185690;110.999339;124.862468;139.291439;152.494419;156.078076;154.757787;156.172383;156.643936;154.191945;151.834270;152.305805;154.191945;153.720401;164.660013;163.151101;160.699137;152.305805;145.138473;140.894658;132.029800
2016-02-09;137.765616;135.672492;128.917410;125.968008;135.767634;146.804106;158.506572;169.447892;170.970164;169.923622;168.686766;167.545072;166.974200;168.211056;168.781908;171.445884;174.014728;179.437822;178.866950;177.439830;175.822416;172.968156;169.543044;156.984300
2016-02-10;155.970508;152.544696;152.544696;152.449524;153.686630;159.967312;173.670650;186.898158;190.228838;191.275620;206.977350;201.838592;188.896570;187.469150;190.133676;187.183654;198.222446;298.142546;273.210092;189.943342;184.804604;179.285208;170.720638;163.773792
2016-02-11;168.673126;166.198238;160.962908;161.534026;168.102008;172.290280;185.902174;196.753596;235.399924;199.609226;196.182478;193.231630;191.137504;190.756762;189.709684;189.138566;191.327880;278.900830;342.486424;194.564282;189.709684;184.283978;176.097800;170.291322
2016-02-12;169.528150;167.637150;166.691641;167.920800;170.190000;174.255650;186.168959;274.951400;341.325481;320.051731;317.593450;230.985650;205.078959;194.867559;189.856400;187.870859;191.936491;318.917150;372.432441;193.543841;185.318000;180.117741;174.917500;170.190000
2016-02-13;174.161100;170.851850;168.204459;168.677200;169.433600;171.419141;169.339050;172.270091;173.404700;179.361341;181.063250;180.685059;178.415859;175.863000;175.390241;175.106600;181.630541;193.732950;194.016600;185.601641;180.685059;175.390241;170.757291;163.476959
2016-02-14;162.058691;158.560350;156.480241;155.912950;157.142109;159.127650;160.167709;159.884050;161.964141;165.935241;167.258959;168.677200;167.258959;163.949700;164.800650;166.786191;169.339050;178.699500;180.212291;176.903041;172.837409;169.717259;168.204459;165.651600
2016-02-15;162.498597;156.806895;151.494614;153.961026;159.368151;164.490708;176.063863;283.921966;279.558305;300.427954;286.103792;207.937504;195.510591;190.957197;185.929520;183.937409;192.095550;263.431774;279.273737;210.498787;187.257588;179.384042;175.210105;169.233808
2016-02-16;172.619915;171.861979;171.388278;172.998892;176.693830;179.346606;226.054421;373.851923;398.674355;401.895545;352.724466;330.270621;294.079177;270.867378;248.318773;226.433380;240.549929;373.851923;255.140206;210.137756;186.357514;177.925485;172.904150;166.177477
2016-02-17;165.007466;162.828846;161.029100;162.449945;165.954696;169.080555;174.195588;185.278179;195.697718;189.824901;187.646254;181.868169;179.026470;178.268686;177.037296;176.942564;177.605625;184.709850;187.172648;179.405371;175.142827;172.585297;168.985832;165.291644
2016-02-18;168.661125;170.071326;170.165340;172.703727;178.814628;184.361463;193.762863;325.946519;362.894021;312.408522;240.675840;228.830076;223.471278;223.941348;211.625514;205.608627;213.599799;241.803999;241.521975;213.787836;190.472364;186.335748;179.660763;170.729424
2016-02-19;173.506462;170.409808;170.128285;174.163319;178.949066;178.198362;190.772654;228.777035;334.813984;241.163669;227.650988;201.094834;195.933735;191.617196;189.646589;186.737620;185.986916;189.552769;190.491131;186.831458;178.667561;171.254350;165.905584;159.993781
2016-02-20;166.187089;157.835516;145.448900;145.730414;147.513336;149.859286;153.425130;141.413866;145.167386;150.609981;153.518977;159.524600;159.149239;149.577772;147.982526;150.609981;157.178650;172.474235;174.163319;171.254350;160.556827;147.888688;141.695380;134.469854
2016-02-21;144.322844;140.100134;138.504888;139.912458;139.443268;140.193972;143.947492;146.481118;149.296258;156.146423;157.835516;156.334108;155.114223;149.765448;147.982526;147.044146;148.733230;162.433569;174.632527;170.785169;163.841139;157.835516;150.609981;143.853654
2016-02-22;154.019503;146.814468;145.504460;147.188756;152.522351;163.189577;168.897451;188.641152;192.103325;190.886880;188.734724;186.301852;183.213976;180.406825;178.441804;179.938956;183.120404;189.670444;191.074024;188.173301;180.968248;175.447500;170.301049;165.435296
2016-02-23;169.159590;162.239850;161.117730;163.361961;166.728330;178.510590;186.084900;196.932051;204.038820;198.334701;195.716430;193.939740;193.565709;192.911121;191.040930;189.264240;190.479879;195.996951;199.550340;194.407299;189.170730;182.344500;176.733900;167.382900
2016-02-24;168.919353;159.743007;159.087564;160.023924;167.233905;177.159312;187.272000;199.351053;202.441041;200.755593;199.163772;197.010153;195.231060;192.983805;192.141072;192.141072;193.639248;199.819224;206.280117;200.474676;197.571960;191.579247;182.871117;176.316588
2016-02-25;179.079472;176.921897;176.546656;178.516633;182.550359;195.308256;202.250039;330.016544;358.815600;323.074743;294.088080;278.703559;243.150336;238.178503;228.891520;226.921561;224.857767;292.305728;365.382169;329.078483;221.762103;198.872969;190.055008;179.642320
2016-02-26;177.111900;172.988651;172.707530;174.300600;181.235140;190.137599;196.509861;249.362319;329.015819;303.714110;265.948971;219.656249;201.757639;197.072139;194.635670;192.667751;194.541960;222.092709;314.303349;207.192819;195.197930;189.856460;184.514999;178.704970
2016-02-27;184.421280;181.984820;180.298040;179.267221;179.829499;182.921920;183.765319;184.608709;186.576610;186.857749;187.607420;185.920640;182.640790;179.735780;178.517541;178.892390;181.797400;186.108069;190.606140;187.232580;184.421280;181.047720;179.923209;176.081099
2016-02-28;181.984820;172.332681;168.771710;168.303151;167.553471;168.959139;169.521390;170.177360;172.426400;178.236420;178.423849;178.236420;171.676720;170.458499;169.052849;168.115749;170.177360;182.547080;200.070850;206.255710;193.698570;184.796111;185.452099;183.109349
2016-02-29;179.446575;169.751790;168.073866;167.887419;171.522960;184.200744;201.539487;322.164873;307.249815;260.919981;232.301748;218.878212;207.132609;201.539487;196.598871;195.387015;195.387015;215.522337;226.522161;205.827552;197.717490;186.531219;183.175335;175.531377
2016-03-01;180.463550;178.403241;177.654041;178.215959;180.931800;185.146050;187.206350;206.498241;246.299491;205.842700;196.665000;190.390450;187.112700;185.988909;185.052400;184.022250;184.022250;185.988909;187.019041;185.239709;182.430200;178.777850;171.285859;160.703400
2016-03-02;158.661115;158.474336;158.754500;159.128049;162.303121;169.026850;179.299209;192.279715;222.069539;222.443070;221.695990;221.695990;229.820494;235.050045;234.302965;221.789375;206.567629;251.485805;269.228955;247.003334;215.439195;192.279715;185.556004;180.419820
2016-03-03;182.933489;178.814200;173.571489;169.264960;175.069409;186.865511;199.972329;238.543760;281.328091;243.037511;227.496591;219.819760;223.470949;219.164420;215.794091;211.487580;208.491740;230.679671;261.761511;212.798260;201.095760;197.070091;192.201869;185.180369
2016-03-04;185.849895;182.489466;179.969169;178.288950;178.102260;188.370210;200.131689;244.937280;307.011696;273.687540;249.137814;221.974419;209.839560;203.305419;199.664946;199.384929;198.638169;204.332196;205.919061;199.198230;196.397889;192.944115;187.996821;184.169685
2016-03-05;183.516270;178.942365;177.728889;176.982111;176.235351;177.448845;178.475649;185.103135;189.677040;194.904351;196.677915;195.931155;193.970919;188.836935;186.036585;185.849895;191.543940;195.651111;199.384929;197.051304;192.384054;190.517145;186.036585;182.209440
2016-03-06;186.970044;181.649361;178.568976;174.461814;173.435010;175.768635;174.088425;175.301919;179.969169;186.596655;189.116970;191.450595;186.783345;178.755675;175.861980;175.768635;179.129064;192.010665;208.812774;204.145524;197.237976;195.464439;189.490341;182.862855
2016-03-07;185.964837;184.191966;183.165558;182.045859;184.658520;196.042209;200.521041;225.621162;239.897430;267.330285;257.252913;239.617512;234.952062;232.432719;225.994389;213.677610;217.783206;250.721292;279.740382;245.309370;217.689897;203.227011;198.001689;194.269338
2016-03-08;196.922528;193.267145;192.892224;193.642048;196.641344;201.983831;221.572983;302.741431;353.823200;319.987383;268.155817;238.256576;234.320000;230.945783;226.915479;223.541280;221.760448;279.028256;328.329175;304.990921;224.009920;215.293207;200.390455;194.016969
2016-03-09;195.503689;191.322280;188.348840;186.583360;185.932920;196.432871;206.932840;230.720360;271.326409;232.578769;217.711560;221.614200;207.025769;204.052311;205.910720;209.070000;214.273511;227.096489;257.481311;229.698231;217.154049;206.932840;200.521360;195.224920
2016-03-10;191.464353;186.292137;185.091453;186.199776;193.403943;200.700453;216.863628;236.074707;288.443403;270.894813;230.440704;225.176109;227.854587;225.176109;222.220557;221.943492;221.943492;228.593475;247.342767;235.243458;223.790703;215.755305;204.764337;196.082403
2016-03-11;200.143500;194.092650;195.768279;196.047531;202.470750;208.428501;227.884320;320.881239;356.907060;341.547201;306.359190;297.701820;277.501281;245.571411;230.304660;226.394880;226.022529;253.484070;303.007941;301.890870;226.581060;227.325780;216.248070;205.449630
2016-03-12;209.173221;207.869970;207.404529;207.404529;208.521600;211.035030;211.500471;212.803749;218.482221;230.770119;230.770119;226.115619;214.386279;209.266320;207.404529;206.939070;208.335411;222.950559;241.475469;226.767249;211.593570;211.035030;210.569589;208.428501
2016-03-13;209.080131;205.821999;201.726030;195.954441;196.606089;199.864221;198.560970;201.074400;203.308560;205.542720;206.380530;205.635810;200.981310;194.651190;193.161750;193.068660;197.630070;204.891090;217.923690;222.298911;212.245191;208.893969;208.149249;205.542720
2016-03-14;196.478770;191.095790;187.661811;187.940250;193.323230;203.439520;210.771501;227.384500;246.410541;227.570120;246.781790;222.465561;215.876060;211.978040;209.286541;208.729690;207.708771;210.678709;215.226399;212.813330;208.915310;206.502250;204.367620;195.829100
2016-03-15;190.387260;187.244946;187.891893;187.060104;192.790215;202.032315;207.023040;221.071032;224.583021;222.642189;222.364917;220.978611;215.525772;212.106204;208.501767;206.376093;205.636725;212.568300;222.180093;221.902821;210.072933;206.006418;202.586832;193.622004
2016-03-16;191.018676;188.343870;186.960345;185.023401;188.989515;199.135365;206.421921;214.446375;221.087286;219.242595;207.344280;206.883105;204.392760;201.533475;201.994650;200.980074;202.548051;204.116046;207.067584;206.790870;205.407345;202.824765;197.106204;189.819630
2016-03-17;192.282524;187.449895;188.472189;191.074351;195.999915;205.014601;208.174400;220.255959;232.988045;226.575521;214.772794;212.542354;207.988521;206.315709;205.851025;205.107545;205.943960;207.895604;211.334190;210.497775;207.152124;205.479294;200.925479;194.420020
2016-03-18;188.421954;180.629022;180.814577;182.484491;186.844813;200.204134;205.584968;211.707986;216.624955;213.006799;208.089839;207.533210;205.770514;204.193373;204.286146;204.286146;204.750011;206.512698;210.130845;210.501946;207.625965;205.306640;201.781275;195.936585
2016-03-19;197.699254;196.307668;196.122113;197.235398;197.606481;199.647496;200.296907;201.874048;202.616232;206.698253;205.306640;203.080088;198.998094;196.029340;191.576245;189.442466;192.875076;201.317419;205.956069;205.956069;201.502947;199.740278;197.699254;192.132874
2016-03-20;187.123141;182.577264;179.701310;178.588025;179.608537;182.206163;183.133902;182.670046;184.803816;188.329181;191.019607;191.669018;190.370196;187.494224;186.937595;186.844813;186.009856;190.834061;204.007827;205.863296;202.801787;199.833051;197.328171;188.607509
2016-03-21;187.759611;184.150620;183.132711;184.150620;188.777520;197.383554;200.622384;204.601527;206.544816;205.619427;205.064208;203.583600;202.102992;200.992527;199.604466;199.419381;199.511919;202.473135;205.341831;205.897050;204.231366;202.195530;199.697004;193.404420
2016-03-22;187.676395;185.368520;185.091566;188.968796;193.861500;198.384935;200.415856;205.308560;247.311894;236.603336;225.894796;213.155335;207.985704;206.047080;203.831520;204.293086;200.877440;202.723731;204.662355;205.216245;204.200789;202.446795;197.646415;193.030665
2016-03-23;192.846026;189.338065;187.030190;189.799631;192.661414;195.984745;199.400400;202.539119;205.123921;203.646881;202.908370;202.077526;200.508171;199.769651;199.123455;198.569565;198.938816;200.877440;205.677829;214.447745;205.954756;201.892914;199.308085;195.153901
2016-03-24;197.888880;194.552112;191.864169;193.347177;196.776624;202.245216;200.854896;202.059831;204.747792;203.079408;201.596400;200.206080;197.425431;194.737488;192.791031;191.678784;191.771481;193.439865;195.108231;195.942423;195.386304;193.161792;190.288473;188.156631
2016-03-25;191.864169;187.971273;187.693200;185.283312;185.468688;188.156631;187.785888;188.990823;192.976416;195.108231;195.108231;193.717920;192.327600;189.268896;188.249319;187.971273;188.712777;189.732327;193.069104;194.737488;192.791031;190.381161;189.546969;186.766320
2016-03-26;192.976416;190.381161;189.361584;185.376000;185.376000;185.468688;185.468688;189.732327;193.532535;195.664377;193.810608;185.097927;176.663319;169.248288;162.574761;164.335824;165.633465;177.960969;186.488265;186.210192;184.819881;173.511927;166.004208;159.979488
2016-03-27;150.803376;140.051568;0.000000;142.924896;129.948576;143.017584;103.625184;151.359504;150.896073;158.218416;160.442919;160.906377;155.808519;148.486176;143.017584;143.851776;148.115424;157.847673;162.574761;181.668480;189.361584;184.171065;180.741600;171.472800
2016-03-28;139.866192;130.226640;130.875456;136.344048;144.500592;154.788969;150.988761;152.286384;155.808519;163.872384;169.433673;171.750873;167.765280;165.170016;163.408935;162.667431;162.852816;162.204000;168.599481;171.380112;173.141184;168.877527;164.799273;155.808519
2016-03-29;151.733539;151.455460;145.245230;146.357510;155.441130;171.476500;186.492289;195.390520;198.078539;198.078539;196.873560;195.205131;189.365670;185.287310;183.804270;182.784671;184.082349;192.424440;196.502809;197.800460;198.356600;195.946651;190.014500;186.121520
2016-03-30;187.612591;186.041451;186.688409;184.100640;186.503560;194.821360;200.274140;205.264811;213.859871;208.222269;203.231580;201.752860;199.996871;199.442360;198.795420;197.686371;197.224280;198.795420;200.458989;202.214951;202.399800;200.458989;197.316700;194.451689
2016-03-31;189.579906;186.720072;185.982048;186.535557;190.133442;198.712971;205.539693;221.314947;229.709970;229.986729;221.222694;212.181900;203.141106;201.019296;199.543230;198.528456;197.329158;198.067182;198.989721;199.912251;200.927043;200.096766;196.406646;188.472879
2016-04-01;191.202506;187.690794;187.968042;186.119773;190.555615;196.470038;203.863069;224.286351;246.465471;239.996552;240.366213;228.629762;212.919561;202.661709;200.905862;199.796915;199.334841;200.443806;202.107240;202.292048;202.661709;201.090688;198.687950;194.621769
2016-04-02;195.268660;192.219031;190.370780;183.347392;183.994283;185.657717;186.581856;192.126636;195.361073;197.116929;192.311444;185.565304;182.700501;182.608088;178.911577;178.172273;179.373633;188.984594;199.057611;200.721027;199.150006;197.578985;195.638321;193.327996
2016-04-03;186.581856;174.660570;171.518519;171.148876;169.023386;170.039920;170.317159;171.610941;175.861948;179.373633;182.238427;183.254979;178.264686;177.248134;176.970895;180.944654;185.934965;188.984594;195.823156;203.308600;203.493426;200.351384;197.578985;191.387314
2016-04-04;189.610650;181.193787;177.216588;177.124095;178.881462;190.073106;205.241976;221.798214;250.101081;290.428020;265.177431;226.607850;210.976524;215.138718;213.566337;208.016757;207.924264;209.959119;211.901463;211.993956;217.358550;210.051594;203.669586;196.362639
2016-04-05;188.544729;185.490249;185.305120;183.453920;185.860480;196.782560;211.684729;296.006880;318.498960;315.444499;308.039671;297.487831;244.913751;240.100649;223.532400;218.534169;216.497831;233.806560;218.441600;229.641351;224.828249;213.443351;206.871600;196.875120
2016-04-06;185.256000;177.845769;176.548959;175.530069;176.178456;185.256000;200.076480;212.025483;218.879955;212.210748;210.080304;203.503707;198.316548;194.796693;197.575524;193.222017;191.554704;197.205021;201.002769;202.670055;203.596344;198.779679;186.645420;176.085828
2016-04-07;157.007191;148.120000;147.564550;142.750650;155.711150;175.429634;191.352525;200.147159;203.942734;203.016975;199.499116;198.665941;197.647625;196.814450;196.166434;194.037191;195.055525;196.536725;198.758516;202.276375;202.461534;198.943675;194.037191;185.427734
2016-04-08;181.674231;179.258121;178.793472;179.351031;182.510583;188.829696;197.750793;210.296055;221.075721;221.447424;218.566656;213.641472;212.526345;210.110217;207.136521;201.374976;201.560841;203.047680;206.764800;206.114304;204.906231;204.720393;199.423479;194.777079
2016-04-09;197.007369;193.569024;192.453879;193.197321;193.011456;195.334656;198.494217;198.865920;205.463817;209.180928;208.158720;206.764800;202.861824;193.383159;187.714569;189.108480;192.546807;203.140617;209.831424;209.273856;207.787017;205.742583;202.025472;197.472000
2016-04-10;195.055872;187.435776;183.346944;182.045952;182.138880;181.209600;181.674231;182.696448;187.900407;194.870007;195.613431;195.706359;188.457993;186.971145;186.134793;186.506496;190.037769;193.197321;197.843721;203.791104;204.069879;203.419383;198.122496;186.692352
2016-04-11;185.815630;180.061100;179.411395;181.360519;188.414441;197.046245;207.070256;229.809940;277.331211;262.573644;231.666231;213.103231;209.019380;207.534349;205.306789;202.615145;204.749881;207.441525;207.812776;208.369684;210.040336;207.627164;202.615145;196.489355
2016-04-12;191.094212;188.145796;187.685115;187.685115;190.264970;197.636019;205.007050;215.510773;230.252862;225.645962;211.272434;208.416165;206.757681;206.481258;205.652016;204.638489;203.993523;205.007050;205.467731;206.757681;207.955466;207.310500;203.164281;198.465261
2016-04-13;199.669760;195.081760;194.531209;195.265289;199.119209;204.257760;210.956240;253.165840;320.609431;294.916631;263.626480;245.549760;229.858791;225.270791;222.242711;214.076080;211.782080;215.452480;216.094791;216.094791;218.664080;215.452480;210.497449;206.460000
2016-04-14;200.010720;195.981200;193.966440;191.768529;192.867471;204.040249;211.091891;286.370660;341.410231;316.775220;283.073780;257.156640;241.771200;229.407891;218.235140;214.663529;212.648751;216.311969;222.722560;216.769860;214.938251;210.450840;208.252920;203.582340
2016-04-15;196.210770;191.156151;187.939599;185.090619;186.928668;196.945986;207.790431;215.510199;225.987018;220.289085;218.175348;213.580248;212.109816;210.731286;208.158030;201.173469;199.794948;203.379117;208.249932;208.158030;208.525647;208.525647;207.330903;201.449184
2016-04-16;196.302681;187.020570;182.701167;178.289880;178.473684;179.576517;183.252597;187.755786;194.280819;198.875919;196.302681;195.199848;192.075180;188.950503;187.204383;185.182530;187.112481;189.226218;191.431866;196.762182;199.611135;198.416418;195.016035;186.836766
2016-04-17;177.646566;163.034148;149.248848;143.642826;143.826630;140.058648;140.885766;155.681997;166.710219;175.992330;177.462753;179.852214;177.370851;177.095154;173.878584;170.202504;166.894032;172.867653;177.830370;188.491002;194.832249;195.659367;189.685719;183.160686
2016-04-18;182.424832;180.310037;175.620680;173.781720;174.701200;188.861201;197.136521;206.515199;208.813899;206.515199;203.388985;200.906380;194.378063;190.332369;189.872620;188.401452;186.746379;190.332369;190.516247;190.056516;193.458601;192.355216;181.781196;175.528732
